time,class,sensor_id,approach
2024-07-17 00:12:28.763000+00:00,car,1,NB
2024-07-17 00:12:31.869000+00:00,car,1,NB
2024-07-17 00:12:38.590000+00:00,car,1,NB
2024-07-17 00:12:45.022000+00:00,car,0,SB
2024-07-17 00:12:56.569000+00:00,car,0,SB
2024-07-17 00:13:02.487000+00:00,car,0,SB
2024-07-17 00:13:20.145000+00:00,car,0,SB
2024-07-17 00:14:19.028000+00:00,car,1,NB
2024-07-17 00:14:22.038000+00:00,car,1,NB
2024-07-17 00:14:32.683000+00:00,car,1,NB
2024-07-17 00:14:38.210000+00:00,car,0,SB
2024-07-17 00:14:52.646000+00:00,car,0,SB
2024-07-17 00:15:38.121000+00:00,bicycle,1,NB
2024-07-17 00:15:48.078000+00:00,pedestrian,1,NB
2024-07-17 00:16:10.971000+00:00,car,1,NB
2024-07-17 00:16:14.586000+00:00,car,1,NB
2024-07-17 00:16:19.409000+00:00,car,1,NB
2024-07-17 00:16:26.533000+00:00,car,1,NB
2024-07-17 00:16:29.949000+00:00,car,1,NB
2024-07-17 00:16:33.155000+00:00,car,0,SB
2024-07-17 00:16:41.692000+00:00,car,0,SB
2024-07-17 00:17:18.612000+00:00,pedestrian,1,WB
2024-07-17 00:17:58.239000+00:00,car,1,NB
2024-07-17 00:18:02.154000+00:00,car,1,NB
2024-07-17 00:18:06.979000+00:00,car,1,NB
2024-07-17 00:18:12.911000+00:00,car,1,NB
2024-07-17 00:18:18.435000+00:00,car,1,NB
2024-07-17 00:18:26.061000+00:00,car,1,NB
2024-07-17 00:18:34.306000+00:00,car,0,SB
2024-07-17 00:18:44.647000+00:00,bicycle,1,WB
2024-07-17 00:19:43.008000+00:00,pedestrian,1,WB
2024-07-17 00:19:52.760000+00:00,car,1,NB
2024-07-17 00:19:56.370000+00:00,pedestrian,1,WB
2024-07-17 00:20:00.452000+00:00,car,0,SB
2024-07-17 00:20:02.589000+00:00,car,1,NB
2024-07-17 00:20:05.975000+00:00,car,0,SB
2024-07-17 00:20:19.427000+00:00,car,0,SB
2024-07-17 00:20:38.169000+00:00,car,0,SB
2024-07-17 00:21:07.867000+00:00,car,0,EB
2024-07-17 00:21:14.589000+00:00,car,0,EB
2024-07-17 00:21:41.029000+00:00,car,1,NB
2024-07-17 00:21:43.834000+00:00,car,1,NB
2024-07-17 00:21:47.140000+00:00,car,1,NB
2024-07-17 00:21:52.973000+00:00,car,1,NB
2024-07-17 00:21:59.504000+00:00,car,0,SB
2024-07-17 00:22:10.634000+00:00,car,0,SB
2024-07-17 00:22:23.683000+00:00,car,0,SB
2024-07-17 00:22:38.739000+00:00,car,0,SB
2024-07-17 00:23:29.465000+00:00,car,1,NB
2024-07-17 00:23:32.873000+00:00,car,1,NB
2024-07-17 00:23:37.585000+00:00,car,1,NB
2024-07-17 00:23:42.393000+00:00,car,1,NB
2024-07-17 00:23:47.884000+00:00,car,0,SB
2024-07-17 00:23:52.802000+00:00,car,0,SB
2024-07-17 00:23:57.930000+00:00,car,0,SB
2024-07-17 00:24:17.574000+00:00,car,0,SB
2024-07-17 00:24:31.803000+00:00,car,0,SB
2024-07-17 00:24:46.640000+00:00,car,1,EB
2024-07-17 00:25:18.765000+00:00,car,1,NB
2024-07-17 00:25:23.386000+00:00,car,1,NB
2024-07-17 00:25:28.410000+00:00,car,1,NB
2024-07-17 00:25:34.198000+00:00,car,0,SB
2024-07-17 00:26:01.979000+00:00,car,0,SB
2024-07-17 00:26:09.395000+00:00,car,0,SB
2024-07-17 00:26:37.963000+00:00,car,0,EB
2024-07-17 00:27:08.268000+00:00,car,1,NB
2024-07-17 00:27:11.177000+00:00,car,1,NB
2024-07-17 00:27:16.199000+00:00,car,1,NB
2024-07-17 00:27:25.430000+00:00,car,1,NB
2024-07-17 00:27:33.066000+00:00,car,0,SB
2024-07-17 00:27:42.989000+00:00,car,0,SB
2024-07-17 00:28:18.146000+00:00,car,1,EB
2024-07-17 00:28:58.854000+00:00,car,1,NB
2024-07-17 00:29:04.271000+00:00,car,1,NB
2024-07-17 00:29:15.015000+00:00,car,0,SB
2024-07-17 00:29:23.841000+00:00,car,1,NB
2024-07-17 00:29:28.677000+00:00,car,1,NB
2024-07-17 00:29:32.984000+00:00,car,0,SB
2024-07-17 00:29:51.454000+00:00,bicycle,1,WB
2024-07-17 00:30:17.169000+00:00,pedestrian,0,SB
2024-07-17 00:30:29.130000+00:00,car,1,EB
2024-07-17 00:30:49.193000+00:00,car,1,NB
2024-07-17 00:30:53.918000+00:00,car,1,NB
2024-07-17 00:30:59.435000+00:00,car,1,NB
2024-07-17 00:31:05.057000+00:00,car,1,NB
2024-07-17 00:31:08.268000+00:00,car,1,NB
2024-07-17 00:31:12.992000+00:00,car,1,NB
2024-07-17 00:31:16.814000+00:00,car,0,SB
2024-07-17 00:31:24.923000+00:00,car,1,NB
2024-07-17 00:31:35.554000+00:00,car,0,SB
2024-07-17 00:32:38.107000+00:00,car,1,NB
2024-07-17 00:32:41.716000+00:00,car,1,SB
2024-07-17 00:32:45.229000+00:00,car,1,NB
2024-07-17 00:32:50.151000+00:00,car,1,NB
2024-07-17 00:32:56.781000+00:00,car,0,SB
2024-07-17 00:33:09.431000+00:00,car,0,SB
2024-07-17 00:33:33.402000+00:00,car,1,NB
2024-07-17 00:34:09.193000+00:00,car,0,EB
2024-07-17 00:34:30.746000+00:00,car,0,SB
2024-07-17 00:34:43.568000+00:00,car,1,NB
2024-07-17 00:35:02.619000+00:00,car,0,SB
2024-07-17 00:36:18.016000+00:00,car,1,NB
2024-07-17 00:36:26.141000+00:00,car,1,NB
2024-07-17 00:36:31.694000+00:00,car,1,NB
2024-07-17 00:36:35.510000+00:00,car,1,NB
2024-07-17 00:36:39.608000+00:00,car,0,SB
2024-07-17 00:36:48.157000+00:00,car,1,NB
2024-07-17 00:37:12.757000+00:00,pedestrian,1,WB
2024-07-17 00:37:52.239000+00:00,pedestrian,1,NB
2024-07-17 00:38:12.796000+00:00,car,1,NB
2024-07-17 00:38:19.125000+00:00,car,1,NB
2024-07-17 00:38:28.593000+00:00,car,0,SB
2024-07-17 00:38:30.698000+00:00,car,0,SB
2024-07-17 00:38:37.824000+00:00,car,0,SB
2024-07-17 00:38:54.883000+00:00,car,0,SB
2024-07-17 00:38:56.687000+00:00,car,0,SB
2024-07-17 00:39:05.915000+00:00,car,0,SB
2024-07-17 00:39:41.618000+00:00,car,1,EB
2024-07-17 00:39:58.368000+00:00,car,1,NB
2024-07-17 00:40:00.782000+00:00,car,1,NB
2024-07-17 00:40:04.906000+00:00,car,1,NB
2024-07-17 00:40:08.827000+00:00,car,1,NB
2024-07-17 00:40:32.279000+00:00,car,0,SB
2024-07-17 00:40:49.250000+00:00,car,1,EB
2024-07-17 00:41:20.533000+00:00,car,0,EB
2024-07-17 00:41:48.824000+00:00,car,1,NB
2024-07-17 00:41:52.847000+00:00,car,1,NB
2024-07-17 00:41:57.767000+00:00,car,1,NB
2024-07-17 00:42:08.715000+00:00,car,0,SB
2024-07-17 00:42:14.331000+00:00,car,0,SB
2024-07-17 00:42:27.176000+00:00,car,0,SB
2024-07-17 00:43:10.085000+00:00,car,0,EB
2024-07-17 00:43:41.057000+00:00,car,1,NB
2024-07-17 00:43:44.568000+00:00,car,1,NB
2024-07-17 00:43:53.791000+00:00,car,1,NB
2024-07-17 00:00:37.249000+00:00,car,1,NB
2024-07-17 00:00:57.892000+00:00,car,1,EB
2024-07-17 00:01:31.871000+00:00,car,1,NB
2024-07-17 00:01:36.593000+00:00,car,1,NB
2024-07-17 00:01:40.525000+00:00,car,1,NB
2024-07-17 00:01:44.846000+00:00,car,1,NB
2024-07-17 00:01:51.457000+00:00,car,1,NB
2024-07-17 00:02:31.762000+00:00,car,0,SB
2024-07-17 00:03:21.997000+00:00,car,1,NB
2024-07-17 00:03:26.522000+00:00,car,1,NB
2024-07-17 00:03:37.867000+00:00,car,0,SB
2024-07-17 00:03:49.282000+00:00,car,1,NB
2024-07-17 00:04:01.745000+00:00,pedestrian,0,SB
2024-07-17 00:04:15.705000+00:00,car,0,SB
2024-07-17 00:04:23.041000+00:00,car,0,SB
2024-07-17 00:04:47.696000+00:00,pedestrian,0,EB
2024-07-17 00:05:11.278000+00:00,car,1,NB
2024-07-17 00:05:16.594000+00:00,car,1,NB
2024-07-17 00:05:20.608000+00:00,car,1,NB
2024-07-17 00:05:25.540000+00:00,car,0,SB
2024-07-17 00:05:32.149000+00:00,car,1,NB
2024-07-17 00:05:37.578000+00:00,car,1,NB
2024-07-17 00:05:43.216000+00:00,car,0,SB
2024-07-17 00:05:49.152000+00:00,car,0,SB
2024-07-17 00:06:03.091000+00:00,car,0,SB
2024-07-17 00:06:09.215000+00:00,car,0,SB
2024-07-17 00:06:32.298000+00:00,car,0,EB
2024-07-17 00:06:58.795000+00:00,car,1,NB
2024-07-17 00:07:04.013000+00:00,car,1,NB
2024-07-17 00:07:09.836000+00:00,car,1,NB
2024-07-17 00:07:26.675000+00:00,car,0,SB
2024-07-17 00:07:31.498000+00:00,car,0,SB
2024-07-17 00:07:47.140000+00:00,car,0,SB
2024-07-17 00:08:48.245000+00:00,car,1,NB
2024-07-17 00:08:50.850000+00:00,car,1,NB
2024-07-17 00:08:54.667000+00:00,car,1,NB
2024-07-17 00:08:58.087000+00:00,car,1,NB
2024-07-17 00:09:05.705000+00:00,car,1,NB
2024-07-17 00:09:09.320000+00:00,car,0,SB
2024-07-17 00:09:25.669000+00:00,car,1,NB
2024-07-17 00:09:51.041000+00:00,car,0,SB
2024-07-17 00:10:37.253000+00:00,car,0,SB
2024-07-17 00:10:41.163000+00:00,car,0,SB
2024-07-17 00:10:44.079000+00:00,car,0,SB
2024-07-17 00:10:48.504000+00:00,car,1,NB
2024-07-17 00:10:57.662000+00:00,car,1,NB
2024-07-17 00:11:17.297000+00:00,car,0,SB
2024-07-17 00:11:30.043000+00:00,car,1,NB
2024-07-17 00:12:28.049000+00:00,car,1,NB
2024-07-17 00:12:31.869000+00:00,car,1,NB
2024-07-17 00:12:37.184000+00:00,car,1,NB
2024-07-17 00:12:41.111000+00:00,car,1,NB
2024-07-17 00:12:53.456000+00:00,car,0,SB
2024-07-17 00:13:01.081000+00:00,car,0,SB
2024-07-17 00:13:18.228000+00:00,car,1,NB
2024-07-17 00:14:18.419000+00:00,car,1,NB
2024-07-17 00:14:22.038000+00:00,car,1,NB
2024-07-17 00:14:31.777000+00:00,car,1,SB
2024-07-17 00:14:35.906000+00:00,car,0,SB
2024-07-17 00:14:48.945000+00:00,car,1,NB
2024-07-17 00:15:25.675000+00:00,car,1,SB
2024-07-17 00:15:44.556000+00:00,car,0,EB
2024-07-17 00:16:09.166000+00:00,car,1,NB
2024-07-17 00:16:13.985000+00:00,car,1,NB
2024-07-17 00:16:17.899000+00:00,car,1,NB
2024-07-17 00:16:24.226000+00:00,car,1,NB
2024-07-17 00:16:28.937000+00:00,car,0,SB
2024-07-17 00:16:32.057000+00:00,car,1,NB
2024-07-17 00:16:39.985000+00:00,car,0,SB
2024-07-17 00:16:49.619000+00:00,car,0,SB
2024-07-17 00:17:58.139000+00:00,car,1,NB
2024-07-17 00:18:01.752000+00:00,car,1,NB
2024-07-17 00:18:05.674000+00:00,car,1,NB
2024-07-17 00:18:11.405000+00:00,car,1,NB
2024-07-17 00:18:17.431000+00:00,car,0,SB
2024-07-17 00:18:23.947000+00:00,car,0,SB
2024-07-17 00:18:33.001000+00:00,car,0,SB
2024-07-17 00:18:43.936000+00:00,car,0,SB
2024-07-17 00:18:54.880000+00:00,car,0,SB
2024-07-17 00:19:49.449000+00:00,car,1,NB
2024-07-17 00:19:55.168000+00:00,car,1,NB
2024-07-17 00:20:00.252000+00:00,car,0,SB
2024-07-17 00:20:02.461000+00:00,car,0,SB
2024-07-17 00:20:05.874000+00:00,car,0,SB
2024-07-17 00:20:14.109000+00:00,pedestrian,0,SB
2024-07-17 00:20:30.565000+00:00,car,1,EB
2024-07-17 00:20:50.402000+00:00,car,0,SB
2024-07-17 00:21:12.697000+00:00,pedestrian,1,NB
2024-07-17 00:21:38.915000+00:00,car,1,NB
2024-07-17 00:21:43.705000+00:00,car,0,EB
2024-07-17 00:21:46.639000+00:00,car,1,NB
2024-07-17 00:21:51.067000+00:00,car,1,NB
2024-07-17 00:21:58.200000+00:00,car,0,SB
2024-07-17 00:22:03.323000+00:00,car,0,SB
2024-07-17 00:22:13.933000+00:00,car,1,NB
2024-07-17 00:22:33.030000+00:00,car,1,NB
2024-07-17 00:23:28.553000+00:00,car,1,NB
2024-07-17 00:23:32.572000+00:00,car,1,NB
2024-07-17 00:23:37.111000+00:00,car,0,SB
2024-07-17 00:23:40.790000+00:00,car,1,NB
2024-07-17 00:23:46.911000+00:00,car,1,NB
2024-07-17 00:23:52.724000+00:00,car,1,NB
2024-07-17 00:23:54.927000+00:00,car,1,NB
2024-07-17 00:24:15.771000+00:00,car,0,SB
2024-07-17 00:24:26.593000+00:00,car,0,SB
2024-07-17 00:24:46.039000+00:00,car,1,EB
2024-07-17 00:25:18.464000+00:00,car,1,NB
2024-07-17 00:25:21.078000+00:00,car,1,NB
2024-07-17 00:25:26.007000+00:00,car,1,NB
2024-07-17 00:25:34.198000+00:00,car,0,SB
2024-07-17 00:25:45.333000+00:00,car,0,SB
2024-07-17 00:26:07.922000+00:00,car,1,NB
2024-07-17 00:26:19.013000+00:00,car,0,SB
2024-07-17 00:26:55.317000+00:00,car,0,EB
2024-07-17 00:27:10.777000+00:00,car,1,NB
2024-07-17 00:27:15.598000+00:00,car,1,NB
2024-07-17 00:27:24.827000+00:00,car,1,NB
2024-07-17 00:27:30.861000+00:00,car,0,SB
2024-07-17 00:27:41.284000+00:00,car,0,SB
2024-07-17 00:28:14.837000+00:00,car,1,NB
2024-07-17 00:28:58.653000+00:00,car,1,NB
2024-07-17 00:29:01.666000+00:00,car,1,NB
2024-07-17 00:29:14.513000+00:00,car,0,SB
2024-07-17 00:29:20.830000+00:00,car,1,NB
2024-07-17 00:29:27.267000+00:00,car,1,NB
2024-07-17 00:29:31.483000+00:00,car,1,NB
2024-07-17 00:29:45.436000+00:00,bicycle,1,WB
2024-07-17 00:30:16.063000+00:00,car,1,EB
2024-07-17 00:30:22.896000+00:00,car,1,EB
2024-07-17 00:30:48.788000+00:00,car,1,NB
2024-07-17 00:30:51.901000+00:00,pedestrian,1,WB
2024-07-17 00:30:56.930000+00:00,car,1,NB
2024-07-17 00:31:03.653000+00:00,car,1,NB
2024-07-17 00:31:07.974000+00:00,car,0,SB
2024-07-17 00:31:10.885000+00:00,car,0,SB
2024-07-17 00:31:15.699000+00:00,car,1,NB
2024-07-17 00:31:23.729000+00:00,car,0,SB
2024-07-17 00:31:29.142000+00:00,car,0,SB
2024-07-17 00:32:00.307000+00:00,bicycle,0,EB
2024-07-17 00:32:41.013000+00:00,car,1,NB
2024-07-17 00:32:43.923000+00:00,car,1,NB
2024-07-17 00:32:50.050000+00:00,car,1,NB
2024-07-17 00:32:53.963000+00:00,car,1,NB
2024-07-17 00:33:09.230000+00:00,car,0,SB
2024-07-17 00:33:17.454000+00:00,car,0,SB
2024-07-17 00:33:59.855000+00:00,car,1,EB
2024-07-17 00:34:29.226000+00:00,car,1,NB
2024-07-17 00:34:40.263000+00:00,car,1,NB
2024-07-17 00:35:00.912000+00:00,car,0,SB
2024-07-17 00:35:57.360000+00:00,bicycle,1,WB
2024-07-17 00:36:24.337000+00:00,car,1,NB
2024-07-17 00:36:29.265000+00:00,car,1,NB
2024-07-17 00:36:35.099000+00:00,car,0,SB
2024-07-17 00:36:36.913000+00:00,car,1,NB
2024-07-17 00:36:46.352000+00:00,car,1,NB
2024-07-17 00:37:00.911000+00:00,pedestrian,0,SB
2024-07-17 00:37:48.726000+00:00,car,1,EB
2024-07-17 00:38:11.492000+00:00,car,1,NB
2024-07-17 00:38:16.705000+00:00,car,1,NB
2024-07-17 00:38:27.561000+00:00,car,1,NB
2024-07-17 00:38:30.698000+00:00,car,0,SB
2024-07-17 00:38:36.221000+00:00,car,0,SB
2024-07-17 00:38:51.957000+00:00,car,0,SB
2024-07-17 00:38:55.684000+00:00,car,0,SB
2024-07-17 00:39:02.708000+00:00,car,0,SB
2024-07-17 00:39:33.703000+00:00,car,1,EB
2024-07-17 00:39:57.961000+00:00,car,0,SB
2024-07-17 00:39:59.874000+00:00,car,0,SB
2024-07-17 00:40:03.498000+00:00,car,1,NB
2024-07-17 00:40:07.321000+00:00,car,1,NB
2024-07-17 00:40:25.565000+00:00,car,1,NB
2024-07-17 00:40:47.246000+00:00,car,0,SB
2024-07-17 00:41:17.919000+00:00,car,1,EB
2024-07-17 00:41:48.119000+00:00,car,1,NB
2024-07-17 00:41:52.441000+00:00,car,1,NB
2024-07-17 00:41:56.856000+00:00,car,1,NB
2024-07-17 00:42:08.204000+00:00,car,1,NB
2024-07-17 00:42:13.929000+00:00,car,0,SB
2024-07-17 00:42:24.371000+00:00,car,0,SB
2024-07-17 00:43:07.982000+00:00,car,0,EB
2024-07-17 00:43:38.646000+00:00,car,1,NB
2024-07-17 00:43:43.867000+00:00,car,1,NB
2024-07-17 00:43:49.781000+00:00,car,1,NB
2024-07-17 00:44:08.544000+00:00,car,0,SB
2024-07-17 00:44:24.073000+00:00,car,1,NB
2024-07-17 00:44:46.427000+00:00,car,1,NB
2024-07-17 00:45:30.045000+00:00,car,1,NB
2024-07-17 00:45:35.163000+00:00,car,1,NB
2024-07-17 00:45:41.102000+00:00,car,0,SB
2024-07-17 00:45:59.848000+00:00,car,0,SB
2024-07-17 00:46:12.089000+00:00,car,0,SB
2024-07-17 00:46:20.018000+00:00,car,1,NB
2024-07-17 00:46:59.852000+00:00,car,1,EB
2024-07-17 00:47:20.728000+00:00,car,1,NB
2024-07-17 00:47:32.150000+00:00,car,0,SB
2024-07-17 00:47:42.381000+00:00,car,1,NB
2024-07-17 00:47:51.287000+00:00,car,0,SB
2024-07-17 00:48:00.211000+00:00,car,0,SB
2024-07-17 00:48:36.333000+00:00,car,1,EB
2024-07-17 00:49:09.626000+00:00,car,0,SB
2024-07-17 00:49:19.038000+00:00,car,1,NB
2024-07-17 00:49:26.864000+00:00,car,1,NB
2024-07-17 00:49:30.580000+00:00,car,1,NB
2024-07-17 00:49:39.913000+00:00,car,0,SB
2024-07-17 00:49:47.135000+00:00,car,0,SB
2024-07-17 00:49:58.486000+00:00,car,0,SB
2024-07-17 00:50:58.268000+00:00,car,1,NB
2024-07-17 00:51:04.493000+00:00,car,1,NB
2024-07-17 00:51:12.439000+00:00,car,1,NB
2024-07-17 00:51:26.685000+00:00,car,1,NB
2024-07-17 00:51:36.496000+00:00,car,0,SB
2024-07-17 00:51:45.543000+00:00,car,1,NB
2024-07-17 00:52:21.663000+00:00,car,0,EB
2024-07-17 00:52:49.639000+00:00,car,1,NB
2024-07-17 00:53:05.182000+00:00,car,1,NB
2024-07-17 00:53:17.115000+00:00,car,1,NB
2024-07-17 00:53:40.278000+00:00,car,1,NB
2024-07-17 00:53:50.003000+00:00,car,0,SB
2024-07-17 00:54:38.718000+00:00,car,0,SB
2024-07-17 00:54:41.552000+00:00,car,1,NB
2024-07-17 00:54:44.657000+00:00,car,1,NB
2024-07-17 00:54:48.769000+00:00,car,1,NB
2024-07-17 00:55:01.397000+00:00,car,1,NB
2024-07-17 00:55:06.511000+00:00,car,1,NB
2024-07-17 00:55:26.545000+00:00,car,0,SB
2024-07-17 00:56:28.601000+00:00,car,1,NB
2024-07-17 00:56:33.415000+00:00,car,1,NB
2024-07-17 00:56:38.432000+00:00,car,1,NB
2024-07-17 00:56:47.776000+00:00,car,0,SB
2024-07-17 00:56:50.609000+00:00,car,1,EB
2024-07-17 00:56:59.753000+00:00,car,1,NB
2024-07-17 00:57:13.417000+00:00,car,0,EB
2024-07-17 00:57:50.246000+00:00,car,0,EB
2024-07-17 00:58:18.061000+00:00,car,1,NB
2024-07-17 00:58:22.494000+00:00,car,1,NB
2024-07-17 00:58:25.502000+00:00,car,1,NB
2024-07-17 00:58:31.321000+00:00,car,1,NB
2024-07-17 00:58:38.053000+00:00,car,0,SB
2024-07-17 00:58:42.961000+00:00,car,1,NB
2024-07-17 00:59:02.808000+00:00,car,1,NB
2024-07-17 01:00:08.810000+00:00,car,1,NB
2024-07-17 01:00:11.438000+00:00,car,1,NB
2024-07-17 01:00:15.269000+00:00,car,1,NB
2024-07-17 01:00:22.694000+00:00,car,1,NB
2024-07-17 01:00:26.403000+00:00,car,1,NB
2024-07-17 01:00:35.957000+00:00,car,0,SB
2024-07-17 01:00:45.380000+00:00,car,0,SB
2024-07-17 01:00:52.990000+00:00,car,1,EB
2024-07-17 01:01:03.625000+00:00,car,0,SB
2024-07-17 01:01:58.909000+00:00,car,1,NB
2024-07-17 01:02:17.678000+00:00,car,0,SB
2024-07-17 01:02:22.791000+00:00,car,0,SB
2024-07-17 01:02:29.701000+00:00,car,1,NB
2024-07-17 01:02:45.749000+00:00,car,0,SB
2024-07-17 01:02:58.582000+00:00,car,0,SB
2024-07-17 01:03:51.068000+00:00,car,1,NB
2024-07-17 01:03:56.389000+00:00,car,1,NB
2024-07-17 01:04:09.929000+00:00,car,0,SB
2024-07-17 01:04:18.659000+00:00,car,0,SB
2024-07-17 01:04:32.803000+00:00,car,0,SB
2024-07-17 01:04:42.222000+00:00,car,0,SB
2024-07-17 01:05:42.478000+00:00,car,1,NB
2024-07-17 01:05:56.118000+00:00,car,1,NB
2024-07-17 01:06:11.850000+00:00,car,1,NB
2024-07-17 01:06:29.567000+00:00,car,0,SB
2024-07-17 01:06:54.027000+00:00,car,0,EB
2024-07-17 01:07:28.345000+00:00,car,1,NB
2024-07-17 01:07:36.467000+00:00,car,1,NB
2024-07-17 01:07:46.788000+00:00,car,0,SB
2024-07-17 01:08:02.732000+00:00,car,1,NB
2024-07-17 01:08:54.813000+00:00,car,0,EB
2024-07-17 01:09:20.588000+00:00,car,1,NB
2024-07-17 01:09:28.522000+00:00,car,1,NB
2024-07-17 01:09:36.354000+00:00,car,1,NB
2024-07-17 01:09:45.760000+00:00,car,0,SB
2024-07-17 01:10:20.667000+00:00,car,0,SB
2024-07-17 01:10:49.085000+00:00,car,0,EB
2024-07-17 01:11:10.148000+00:00,car,1,NB
2024-07-17 01:11:14.775000+00:00,car,1,NB
2024-07-17 01:11:20.989000+00:00,car,1,NB
2024-07-17 01:11:26.645000+00:00,car,0,SB
2024-07-17 01:11:33.162000+00:00,car,0,SB
2024-07-17 01:11:54.113000+00:00,pedestrian,0,SB
2024-07-17 01:12:04.073000+00:00,car,0,SB
2024-07-17 01:12:57.141000+00:00,car,0,SB
2024-07-17 01:13:02.657000+00:00,car,1,SB
2024-07-17 01:13:04.163000+00:00,car,1,NB
2024-07-17 01:13:08.574000+00:00,car,1,NB
2024-07-17 01:13:23.563000+00:00,car,0,SB
2024-07-17 01:13:31.995000+00:00,car,0,SB
2024-07-17 01:14:48.748000+00:00,car,1,NB
2024-07-17 01:14:58.180000+00:00,car,1,NB
2024-07-17 01:15:05.716000+00:00,car,0,SB
2024-07-17 01:15:17.669000+00:00,car,0,SB
2024-07-17 01:16:37.459000+00:00,car,0,SB
2024-07-17 01:16:40.080000+00:00,car,1,NB
2024-07-17 01:16:45.408000+00:00,car,1,NB
2024-07-17 01:17:00.120000+00:00,car,0,SB
2024-07-17 01:17:15.863000+00:00,car,0,SB
2024-07-17 01:17:56.167000+00:00,car,1,EB
2024-07-17 01:18:31.574000+00:00,car,1,NB
2024-07-17 01:18:59.247000+00:00,car,0,SB
2024-07-17 01:19:16.070000+00:00,car,1,NB
2024-07-17 01:19:43.966000+00:00,car,0,EB
2024-07-17 01:20:19.501000+00:00,car,1,NB
2024-07-17 01:20:25.325000+00:00,car,1,NB
2024-07-17 01:20:32.356000+00:00,car,1,NB
2024-07-17 01:20:39.505000+00:00,car,0,SB
2024-07-17 01:20:51.393000+00:00,car,1,NB
2024-07-17 01:21:10.575000+00:00,car,0,SB
2024-07-17 01:21:36.521000+00:00,car,0,EB
2024-07-17 01:22:10.095000+00:00,car,1,NB
2024-07-17 01:22:18.136000+00:00,car,1,NB
2024-07-17 01:22:23.261000+00:00,car,1,NB
2024-07-17 01:22:33.083000+00:00,car,1,NB
2024-07-17 01:22:43.174000+00:00,car,0,SB
2024-07-17 01:22:48.419000+00:00,car,1,NB
2024-07-17 01:23:57.964000+00:00,car,0,SB
2024-07-17 01:24:04.298000+00:00,car,1,NB
2024-07-17 01:24:11.930000+00:00,car,0,SB
2024-07-17 01:24:36.010000+00:00,car,1,NB
2024-07-17 01:24:43.951000+00:00,car,0,SB
2024-07-17 01:24:50.373000+00:00,car,0,SB
2024-07-17 01:25:31.811000+00:00,car,1,EB
2024-07-17 01:25:51.055000+00:00,car,0,SB
2024-07-17 01:25:56.886000+00:00,car,1,NB
2024-07-17 01:26:05.515000+00:00,car,1,NB
2024-07-17 01:26:18.125000+00:00,car,0,SB
2024-07-17 01:26:36.784000+00:00,car,0,SB
2024-07-17 01:26:45.112000+00:00,car,0,SB
