time,sensorId,dataCaptureRate,online,fault
2024-07-18 23:36:50+00:00,1,100,True,False
2024-07-18 23:35:49+00:00,0,100,True,False
2024-07-18 23:35:49+00:00,1,100,True,False
2024-07-18 23:34:48+00:00,0,100,True,False
2024-07-18 23:34:48+00:00,1,100,True,False
2024-07-18 23:33:47+00:00,0,100,True,False
2024-07-18 23:33:47+00:00,1,100,True,False
2024-07-18 23:32:46+00:00,0,100,True,False
2024-07-18 23:32:46+00:00,1,100,True,False
2024-07-18 23:31:45+00:00,0,100,True,False
2024-07-18 23:31:45+00:00,1,100,True,False
2024-07-18 23:30:43+00:00,0,100,True,False
2024-07-18 23:30:43+00:00,1,100,True,False
2024-07-18 23:29:43+00:00,0,100,True,False
2024-07-18 23:29:43+00:00,1,100,True,False
2024-07-18 23:28:42+00:00,0,100,True,False
2024-07-18 23:28:42+00:00,1,100,True,False
2024-07-18 23:27:41+00:00,0,100,True,False
2024-07-18 23:27:41+00:00,1,100,True,False
2024-07-18 23:26:40+00:00,0,100,True,False
2024-07-18 23:26:40+00:00,1,100,True,False
2024-07-18 23:25:39+00:00,0,100,True,False
2024-07-18 23:25:39+00:00,1,100,True,False
2024-07-18 23:24:38+00:00,0,100,True,False
2024-07-18 23:24:38+00:00,1,100,True,False
2024-07-18 23:23:37+00:00,0,100,True,False
2024-07-18 23:23:37+00:00,1,100,True,False
2024-07-18 23:22:36+00:00,0,100,True,False
2024-07-18 23:22:36+00:00,1,100,True,False
2024-07-18 23:21:35+00:00,0,100,True,False
2024-07-18 23:21:35+00:00,1,100,True,False
2024-07-18 23:20:34+00:00,0,100,True,False
2024-07-18 23:20:34+00:00,1,100,True,False
2024-07-18 23:19:33+00:00,0,100,True,False
2024-07-18 23:19:33+00:00,1,100,True,False
2024-07-18 23:18:32+00:00,0,100,True,False
2024-07-18 23:18:32+00:00,1,100,True,False
2024-07-18 23:17:31+00:00,0,100,True,False
2024-07-18 23:17:31+00:00,1,100,True,False
2024-07-18 23:16:30+00:00,0,100,True,False
2024-07-18 23:16:30+00:00,1,100,True,False
2024-07-18 23:15:29+00:00,0,100,True,False
2024-07-18 23:15:29+00:00,1,100,True,False
2024-07-18 23:14:28+00:00,0,100,True,False
2024-07-18 23:14:28+00:00,1,100,True,False
2024-07-18 23:13:27+00:00,0,100,True,False
2024-07-18 23:13:27+00:00,1,100,True,False
2024-07-18 23:12:26+00:00,0,100,True,False
2024-07-18 23:12:26+00:00,1,100,True,False
2024-07-18 23:11:25+00:00,0,100,True,False
2024-07-18 23:11:25+00:00,1,100,True,False
2024-07-18 23:10:24+00:00,0,100,True,False
2024-07-18 23:10:24+00:00,1,100,True,False
2024-07-18 23:09:23+00:00,0,100,True,False
2024-07-18 23:09:23+00:00,1,100,True,False
2024-07-18 23:08:22+00:00,0,100,True,False
2024-07-18 23:08:22+00:00,1,100,True,False
2024-07-18 23:07:21+00:00,0,100,True,False
2024-07-18 23:07:21+00:00,1,100,True,False
2024-07-18 23:06:20+00:00,0,100,True,False
2024-07-18 23:06:20+00:00,1,100,True,False
2024-07-18 23:05:19+00:00,0,100,True,False
2024-07-18 23:05:19+00:00,1,100,True,False
2024-07-18 23:04:18+00:00,0,100,True,False
2024-07-18 23:04:18+00:00,1,100,True,False
2024-07-18 23:03:17+00:00,0,100,True,False
2024-07-18 23:03:17+00:00,1,100,True,False
2024-07-18 23:02:16+00:00,0,100,True,False
2024-07-18 23:02:16+00:00,1,100,True,False
2024-07-18 23:01:14+00:00,0,100,True,False
2024-07-18 23:01:14+00:00,1,100,True,False
2024-07-18 23:00:14+00:00,0,100,True,False
2024-07-18 23:00:14+00:00,1,100,True,False
2024-07-18 22:59:13+00:00,0,100,True,False
2024-07-18 22:59:13+00:00,1,100,True,False
2024-07-18 22:58:12+00:00,0,100,True,False
2024-07-18 22:58:12+00:00,1,100,True,False
2024-07-18 22:57:11+00:00,0,100,True,False
2024-07-18 22:57:11+00:00,1,100,True,False
2024-07-18 22:56:10+00:00,0,100,True,False
2024-07-18 22:56:10+00:00,1,100,True,False
2024-07-18 22:55:09+00:00,0,100,True,False
2024-07-18 22:55:09+00:00,1,100,True,False
2024-07-18 22:54:08+00:00,0,100,True,False
2024-07-18 22:54:08+00:00,1,100,True,False
2024-07-18 22:53:07+00:00,0,100,True,False
2024-07-18 22:53:07+00:00,1,100,True,False
2024-07-18 22:52:05+00:00,0,100,True,False
2024-07-18 22:52:05+00:00,1,100,True,False
2024-07-18 22:51:05+00:00,0,100,True,False
2024-07-18 22:51:05+00:00,1,100,True,False
2024-07-18 22:50:04+00:00,0,100,True,False
2024-07-18 22:50:04+00:00,1,100,True,False
2024-07-18 22:49:03+00:00,0,100,True,False
2024-07-18 22:49:03+00:00,1,100,True,False
2024-07-18 22:48:02+00:00,0,100,True,False
2024-07-18 22:48:02+00:00,1,100,True,False
2024-07-18 22:47:01+00:00,0,100,True,False
2024-07-18 22:47:01+00:00,1,100,True,False
2024-07-18 22:46:00+00:00,0,100,True,False
2024-07-18 22:46:00+00:00,1,100,True,False
2024-07-18 22:44:59+00:00,0,100,True,False
2024-07-18 22:44:59+00:00,1,100,True,False
2024-07-18 22:43:58+00:00,0,100,True,False
2024-07-18 22:43:58+00:00,1,100,True,False
2024-07-18 22:42:57+00:00,0,100,True,False
2024-07-18 22:42:57+00:00,1,100,True,False
2024-07-18 22:41:56+00:00,0,100,True,False
2024-07-18 22:41:56+00:00,1,100,True,False
2024-07-18 22:40:55+00:00,0,100,True,False
2024-07-18 22:40:55+00:00,1,100,True,False
2024-07-18 22:39:54+00:00,0,100,True,False
2024-07-18 22:39:54+00:00,1,100,True,False
2024-07-18 22:38:53+00:00,0,100,True,False
2024-07-18 22:38:53+00:00,1,100,True,False
2024-07-18 22:37:52+00:00,0,100,True,False
2024-07-18 22:37:52+00:00,1,100,True,False
2024-07-18 22:36:51+00:00,0,100,True,False
2024-07-18 22:36:51+00:00,1,100,True,False
2024-07-18 22:35:50+00:00,0,100,True,False
2024-07-18 22:35:50+00:00,1,100,True,False
2024-07-18 22:34:49+00:00,0,100,True,False
2024-07-18 22:34:49+00:00,1,100,True,False
2024-07-18 22:33:48+00:00,0,100,True,False
2024-07-18 22:33:48+00:00,1,100,True,False
2024-07-18 22:32:47+00:00,0,100,True,False
2024-07-18 22:32:47+00:00,1,100,True,False
2024-07-18 22:31:46+00:00,0,100,True,False
2024-07-18 22:31:46+00:00,1,100,True,False
2024-07-18 22:30:45+00:00,0,100,True,False
2024-07-18 22:30:45+00:00,1,100,True,False
2024-07-18 22:29:44+00:00,0,100,True,False
2024-07-18 22:29:44+00:00,1,100,True,False
2024-07-18 22:28:43+00:00,0,100,True,False
2024-07-18 22:28:43+00:00,1,100,True,False
2024-07-18 22:27:42+00:00,0,100,True,False
2024-07-18 22:27:42+00:00,1,100,True,False
2024-07-18 22:26:41+00:00,0,100,True,False
2024-07-18 22:26:41+00:00,1,100,True,False
2024-07-18 22:25:40+00:00,0,100,True,False
2024-07-18 22:25:40+00:00,1,100,True,False
2024-07-18 22:24:39+00:00,0,100,True,False
2024-07-18 22:24:39+00:00,1,100,True,False
2024-07-18 22:23:38+00:00,0,100,True,False
2024-07-18 22:23:38+00:00,1,100,True,False
2024-07-18 22:22:37+00:00,0,100,True,False
2024-07-18 22:22:37+00:00,1,100,True,False
2024-07-18 22:21:36+00:00,0,100,True,False
2024-07-18 22:21:36+00:00,1,100,True,False
2024-07-18 22:20:35+00:00,0,100,True,False
2024-07-18 22:20:35+00:00,1,100,True,False
2024-07-18 22:19:34+00:00,0,100,True,False
2024-07-18 22:19:34+00:00,1,100,True,False
2024-07-18 22:18:33+00:00,0,100,True,False
2024-07-18 22:18:33+00:00,1,100,True,False
2024-07-18 22:17:32+00:00,0,100,True,False
2024-07-18 22:17:32+00:00,1,100,True,False
2024-07-18 22:16:31+00:00,0,100,True,False
2024-07-18 22:16:31+00:00,1,100,True,False
2024-07-18 22:15:30+00:00,0,100,True,False
2024-07-18 22:15:30+00:00,1,100,True,False
2024-07-18 22:14:29+00:00,0,100,True,False
2024-07-18 22:14:29+00:00,1,100,True,False
2024-07-18 22:13:28+00:00,0,100,True,False
2024-07-18 22:13:28+00:00,1,100,True,False
2024-07-18 22:12:27+00:00,0,100,True,False
2024-07-18 22:12:27+00:00,1,100,True,False
2024-07-18 22:11:26+00:00,0,100,True,False
2024-07-18 22:11:26+00:00,1,100,True,False
2024-07-18 22:10:25+00:00,0,100,True,False
2024-07-18 22:10:25+00:00,1,100,True,False
2024-07-18 22:09:24+00:00,0,100,True,False
2024-07-18 22:09:24+00:00,1,100,True,False
2024-07-18 22:08:23+00:00,0,100,True,False
2024-07-18 22:08:23+00:00,1,100,True,False
2024-07-18 22:07:22+00:00,0,100,True,False
2024-07-18 22:07:22+00:00,1,100,True,False
2024-07-18 22:06:21+00:00,0,100,True,False
2024-07-18 22:06:21+00:00,1,100,True,False
2024-07-18 22:05:20+00:00,0,100,True,False
2024-07-18 22:05:20+00:00,1,100,True,False
2024-07-18 22:04:19+00:00,0,100,True,False
2024-07-18 22:04:19+00:00,1,100,True,False
2024-07-18 22:03:18+00:00,0,100,True,False
2024-07-18 22:03:18+00:00,1,100,True,False
2024-07-18 22:02:17+00:00,0,100,True,False
2024-07-18 22:02:17+00:00,1,100,True,False
2024-07-18 22:01:16+00:00,0,100,True,False
2024-07-18 22:01:16+00:00,1,100,True,False
2024-07-18 22:00:15+00:00,0,100,True,False
2024-07-18 22:00:15+00:00,1,100,True,False
2024-07-18 21:59:14+00:00,0,100,True,False
2024-07-18 21:59:14+00:00,1,100,True,False
2024-07-18 21:58:13+00:00,0,100,True,False
2024-07-18 21:58:13+00:00,1,100,True,False
2024-07-18 21:57:12+00:00,0,100,True,False
2024-07-18 21:57:12+00:00,1,100,True,False
2024-07-18 21:56:11+00:00,0,100,True,False
2024-07-18 21:56:11+00:00,1,100,True,False
2024-07-18 21:55:10+00:00,0,100,True,False
2024-07-18 21:55:10+00:00,1,100,True,False
2024-07-18 21:54:09+00:00,0,100,True,False
2024-07-18 21:54:09+00:00,1,100,True,False
2024-07-18 21:53:08+00:00,0,100,True,False
2024-07-18 21:53:08+00:00,1,100,True,False
2024-07-18 21:52:07+00:00,0,100,True,False
2024-07-18 21:52:07+00:00,1,100,True,False
2024-07-18 21:51:06+00:00,0,100,True,False
2024-07-18 21:51:06+00:00,1,100,True,False
2024-07-18 21:50:05+00:00,0,100,True,False
2024-07-18 21:50:05+00:00,1,100,True,False
2024-07-18 21:49:04+00:00,0,100,True,False
2024-07-18 21:49:04+00:00,1,100,True,False
2024-07-18 21:48:03+00:00,0,100,True,False
2024-07-18 21:48:03+00:00,1,100,True,False
2024-07-18 21:47:02+00:00,0,100,True,False
2024-07-18 21:47:02+00:00,1,100,True,False
2024-07-18 21:46:01+00:00,0,100,True,False
2024-07-18 21:46:01+00:00,1,100,True,False
2024-07-18 21:45:00+00:00,0,100,True,False
2024-07-18 21:45:00+00:00,1,100,True,False
2024-07-18 21:43:59+00:00,0,100,True,False
2024-07-18 21:43:59+00:00,1,100,True,False
2024-07-18 21:42:58+00:00,0,100,True,False
2024-07-18 21:42:58+00:00,1,100,True,False
2024-07-18 21:41:57+00:00,0,100,True,False
2024-07-18 21:41:57+00:00,1,100,True,False
2024-07-18 21:40:56+00:00,0,100,True,False
2024-07-18 21:40:56+00:00,1,100,True,False
2024-07-18 21:39:55+00:00,0,100,True,False
2024-07-18 21:39:55+00:00,1,100,True,False
2024-07-18 21:38:54+00:00,0,100,True,False
2024-07-18 21:38:54+00:00,1,100,True,False
2024-07-18 21:37:53+00:00,0,100,True,False
2024-07-18 21:37:53+00:00,1,100,True,False
2024-07-18 21:36:52+00:00,0,100,True,False
2024-07-18 21:36:52+00:00,1,100,True,False
2024-07-18 21:35:51+00:00,0,100,True,False
2024-07-18 21:35:51+00:00,1,100,True,False
2024-07-18 21:34:50+00:00,0,100,True,False
2024-07-18 21:34:50+00:00,1,100,True,False
2024-07-18 21:33:49+00:00,0,100,True,False
2024-07-18 21:33:49+00:00,1,100,True,False
2024-07-18 21:32:48+00:00,0,100,True,False
2024-07-18 21:32:48+00:00,1,100,True,False
2024-07-18 21:31:47+00:00,0,100,True,False
2024-07-18 21:31:47+00:00,1,100,True,False
2024-07-18 21:30:46+00:00,0,100,True,False
2024-07-18 21:30:46+00:00,1,100,True,False
2024-07-18 21:29:45+00:00,0,100,True,False
2024-07-18 21:29:45+00:00,1,100,True,False
2024-07-18 21:28:44+00:00,0,100,True,False
2024-07-18 21:28:44+00:00,1,100,True,False
2024-07-18 21:27:43+00:00,0,100,True,False
2024-07-18 21:27:43+00:00,1,100,True,False
2024-07-18 21:26:42+00:00,0,100,True,False
2024-07-18 21:26:42+00:00,1,100,True,False
2024-07-18 21:25:41+00:00,0,100,True,False
2024-07-18 21:25:41+00:00,1,100,True,False
2024-07-18 21:24:40+00:00,0,100,True,False
2024-07-18 21:24:40+00:00,1,100,True,False
2024-07-18 21:23:39+00:00,0,100,True,False
2024-07-18 21:23:39+00:00,1,100,True,False
2024-07-18 21:22:38+00:00,0,100,True,False
2024-07-18 21:22:38+00:00,1,100,True,False
2024-07-18 21:21:37+00:00,0,100,True,False
2024-07-18 21:21:37+00:00,1,100,True,False
2024-07-18 21:20:36+00:00,0,100,True,False
2024-07-18 21:20:36+00:00,1,100,True,False
2024-07-18 21:19:35+00:00,0,100,True,False
2024-07-18 21:19:35+00:00,1,100,True,False
2024-07-18 21:18:34+00:00,0,100,True,False
2024-07-18 21:18:34+00:00,1,100,True,False
2024-07-18 21:17:33+00:00,0,100,True,False
2024-07-18 21:17:33+00:00,1,100,True,False
2024-07-18 21:16:32+00:00,0,100,True,False
2024-07-18 21:16:32+00:00,1,100,True,False
2024-07-18 21:15:31+00:00,0,100,True,False
2024-07-18 21:15:31+00:00,1,100,True,False
2024-07-18 21:14:30+00:00,0,100,True,False
2024-07-18 21:14:30+00:00,1,100,True,False
2024-07-18 21:13:29+00:00,0,100,True,False
2024-07-18 21:13:29+00:00,1,100,True,False
2024-07-18 21:12:28+00:00,0,100,True,False
2024-07-18 21:12:28+00:00,1,100,True,False
2024-07-18 21:11:27+00:00,0,100,True,False
2024-07-18 21:11:27+00:00,1,100,True,False
2024-07-18 21:10:26+00:00,0,100,True,False
2024-07-18 21:10:26+00:00,1,100,True,False
2024-07-18 21:09:25+00:00,0,100,True,False
2024-07-18 21:09:25+00:00,1,100,True,False
2024-07-18 21:08:24+00:00,0,100,True,False
2024-07-18 21:08:24+00:00,1,100,True,False
2024-07-18 21:07:23+00:00,0,100,True,False
2024-07-18 21:07:23+00:00,1,100,True,False
2024-07-18 21:06:22+00:00,0,100,True,False
2024-07-18 21:06:22+00:00,1,100,True,False
2024-07-18 21:05:21+00:00,0,100,True,False
2024-07-18 21:05:21+00:00,1,100,True,False
2024-07-18 21:04:20+00:00,0,100,True,False
2024-07-18 21:04:20+00:00,1,100,True,False
2024-07-18 21:03:19+00:00,0,100,True,False
2024-07-18 21:03:19+00:00,1,100,True,False
2024-07-18 21:02:18+00:00,0,100,True,False
2024-07-18 21:02:18+00:00,1,100,True,False
2024-07-18 21:01:17+00:00,0,100,True,False
2024-07-18 21:01:17+00:00,1,100,True,False
2024-07-18 21:00:16+00:00,0,100,True,False
2024-07-18 21:00:16+00:00,1,100,True,False
2024-07-18 20:59:15+00:00,0,100,True,False
2024-07-18 20:59:15+00:00,1,100,True,False
2024-07-18 20:58:14+00:00,0,100,True,False
2024-07-18 20:58:14+00:00,1,100,True,False
2024-07-18 20:57:13+00:00,0,100,True,False
2024-07-18 20:57:13+00:00,1,100,True,False
2024-07-18 20:56:12+00:00,0,100,True,False
2024-07-18 20:56:12+00:00,1,100,True,False
2024-07-18 20:55:11+00:00,0,100,True,False
2024-07-18 20:55:11+00:00,1,100,True,False
2024-07-18 20:54:10+00:00,0,100,True,False
2024-07-18 20:54:10+00:00,1,100,True,False
2024-07-18 20:53:09+00:00,0,100,True,False
2024-07-18 20:53:09+00:00,1,100,True,False
2024-07-18 20:52:08+00:00,0,100,True,False
2024-07-18 20:52:08+00:00,1,100,True,False
2024-07-18 20:51:07+00:00,0,100,True,False
2024-07-18 20:51:07+00:00,1,100,True,False
2024-07-18 20:50:06+00:00,0,100,True,False
2024-07-18 20:50:06+00:00,1,100,True,False
2024-07-18 20:49:05+00:00,0,100,True,False
2024-07-18 20:49:05+00:00,1,100,True,False
2024-07-18 20:48:04+00:00,0,100,True,False
2024-07-18 20:48:04+00:00,1,100,True,False
2024-07-18 20:47:03+00:00,0,100,True,False
2024-07-18 20:47:03+00:00,1,100,True,False
2024-07-18 20:46:02+00:00,0,100,True,False
2024-07-18 20:46:02+00:00,1,100,True,False
2024-07-18 20:45:01+00:00,0,100,True,False
2024-07-18 20:45:01+00:00,1,100,True,False
2024-07-18 20:44:00+00:00,0,100,True,False
2024-07-18 20:44:00+00:00,1,100,True,False
2024-07-18 20:42:59+00:00,0,100,True,False
2024-07-18 20:42:59+00:00,1,100,True,False
2024-07-18 20:41:58+00:00,0,100,True,False
2024-07-18 20:41:58+00:00,1,100,True,False
2024-07-18 20:40:57+00:00,0,100,True,False
2024-07-18 20:40:57+00:00,1,100,True,False
2024-07-18 20:39:56+00:00,0,100,True,False
2024-07-18 20:39:56+00:00,1,100,True,False
2024-07-18 20:38:55+00:00,0,100,True,False
2024-07-18 20:38:55+00:00,1,100,True,False
2024-07-18 20:37:54+00:00,0,100,True,False
2024-07-18 20:37:54+00:00,1,100,True,False
2024-07-18 20:36:53+00:00,0,100,True,False
2024-07-18 20:36:53+00:00,1,100,True,False
2024-07-18 20:35:52+00:00,0,100,True,False
2024-07-18 20:35:52+00:00,1,100,True,False
2024-07-18 20:34:51+00:00,0,100,True,False
2024-07-18 20:34:51+00:00,1,100,True,False
2024-07-18 20:33:50+00:00,0,100,True,False
2024-07-18 20:33:50+00:00,1,100,True,False
2024-07-18 20:32:49+00:00,0,100,True,False
2024-07-18 20:32:49+00:00,1,100,True,False
2024-07-18 20:31:48+00:00,0,100,True,False
2024-07-18 20:31:48+00:00,1,100,True,False
2024-07-18 20:30:47+00:00,0,100,True,False
2024-07-18 20:30:47+00:00,1,100,True,False
2024-07-18 20:29:46+00:00,0,100,True,False
2024-07-18 20:29:46+00:00,1,100,True,False
2024-07-18 20:28:45+00:00,0,100,True,False
2024-07-18 20:28:45+00:00,1,100,True,False
2024-07-18 20:27:44+00:00,0,100,True,False
2024-07-18 20:27:44+00:00,1,100,True,False
2024-07-18 20:26:43+00:00,0,100,True,False
2024-07-18 20:26:43+00:00,1,100,True,False
2024-07-18 20:25:42+00:00,0,100,True,False
2024-07-18 20:25:42+00:00,1,100,True,False
2024-07-18 20:24:41+00:00,0,100,True,False
2024-07-18 20:24:41+00:00,1,100,True,False
2024-07-18 20:23:40+00:00,0,100,True,False
2024-07-18 20:23:40+00:00,1,100,True,False
2024-07-18 20:22:39+00:00,0,100,True,False
2024-07-18 20:22:39+00:00,1,100,True,False
2024-07-18 20:21:38+00:00,0,100,True,False
2024-07-18 20:21:38+00:00,1,100,True,False
2024-07-18 20:20:37+00:00,0,100,True,False
2024-07-18 20:20:37+00:00,1,100,True,False
2024-07-18 20:19:36+00:00,0,100,True,False
2024-07-18 20:19:36+00:00,1,100,True,False
2024-07-18 20:18:34+00:00,0,100,True,False
2024-07-18 20:18:34+00:00,1,100,True,False
2024-07-18 20:17:33+00:00,0,100,True,False
2024-07-18 20:17:33+00:00,1,100,True,False
2024-07-18 20:16:32+00:00,0,100,True,False
2024-07-18 20:16:32+00:00,1,100,True,False
2024-07-18 20:15:31+00:00,0,100,True,False
2024-07-18 20:15:31+00:00,1,100,True,False
2024-07-18 20:14:30+00:00,0,100,True,False
2024-07-18 20:14:30+00:00,1,100,True,False
2024-07-18 20:13:29+00:00,0,100,True,False
2024-07-18 20:13:29+00:00,1,100,True,False
2024-07-18 20:12:28+00:00,0,100,True,False
2024-07-18 20:12:28+00:00,1,100,True,False
2024-07-18 20:11:27+00:00,0,100,True,False
2024-07-18 20:11:27+00:00,1,100,True,False
2024-07-18 20:10:26+00:00,0,100,True,False
2024-07-18 20:10:26+00:00,1,100,True,False
2024-07-18 20:09:25+00:00,0,100,True,False
2024-07-18 20:09:25+00:00,1,100,True,False
2024-07-18 20:08:24+00:00,0,100,True,False
2024-07-18 20:08:24+00:00,1,100,True,False
2024-07-18 20:07:23+00:00,0,100,True,False
2024-07-18 20:07:23+00:00,1,100,True,False
2024-07-18 20:06:22+00:00,0,100,True,False
2024-07-18 20:06:22+00:00,1,100,True,False
2024-07-18 20:05:21+00:00,0,100,True,False
2024-07-18 20:05:21+00:00,1,100,True,False
2024-07-18 20:04:20+00:00,0,100,True,False
2024-07-18 20:04:20+00:00,1,100,True,False
2024-07-18 20:03:19+00:00,0,100,True,False
2024-07-18 20:03:19+00:00,1,100,True,False
2024-07-18 20:02:18+00:00,0,100,True,False
2024-07-18 20:02:18+00:00,1,100,True,False
2024-07-18 20:01:17+00:00,0,100,True,False
2024-07-18 20:01:17+00:00,1,100,True,False
2024-07-18 20:00:16+00:00,0,100,True,False
2024-07-18 20:00:16+00:00,1,100,True,False
2024-07-18 19:59:15+00:00,0,100,True,False
2024-07-18 19:59:15+00:00,1,100,True,False
2024-07-18 19:58:14+00:00,0,100,True,False
2024-07-18 19:58:14+00:00,1,100,True,False
2024-07-18 19:57:13+00:00,0,100,True,False
2024-07-18 19:57:13+00:00,1,100,True,False
2024-07-18 19:56:12+00:00,0,100,True,False
2024-07-18 19:56:12+00:00,1,100,True,False
2024-07-18 19:55:11+00:00,0,100,True,False
2024-07-18 19:55:11+00:00,1,100,True,False
2024-07-18 19:54:10+00:00,0,100,True,False
2024-07-18 19:54:10+00:00,1,100,True,False
2024-07-18 19:53:09+00:00,0,100,True,False
2024-07-18 19:53:09+00:00,1,100,True,False
2024-07-18 19:52:08+00:00,0,100,True,False
2024-07-18 19:52:08+00:00,1,100,True,False
2024-07-18 19:51:07+00:00,0,100,True,False
2024-07-18 19:51:07+00:00,1,100,True,False
2024-07-18 19:50:06+00:00,0,100,True,False
2024-07-18 19:50:06+00:00,1,100,True,False
2024-07-18 19:49:05+00:00,0,100,True,False
2024-07-18 19:49:05+00:00,1,100,True,False
2024-07-18 19:48:04+00:00,0,100,True,False
2024-07-18 19:48:04+00:00,1,100,True,False
2024-07-18 19:47:03+00:00,0,100,True,False
2024-07-18 19:47:03+00:00,1,100,True,False
2024-07-18 19:46:02+00:00,0,100,True,False
2024-07-18 19:46:02+00:00,1,100,True,False
2024-07-18 19:45:01+00:00,0,100,True,False
2024-07-18 19:45:01+00:00,1,100,True,False
2024-07-18 19:44:00+00:00,0,100,True,False
2024-07-18 19:44:00+00:00,1,100,True,False
2024-07-18 19:42:59+00:00,0,100,True,False
2024-07-18 19:42:59+00:00,1,100,True,False
2024-07-18 19:41:58+00:00,0,100,True,False
2024-07-18 19:41:58+00:00,1,100,True,False
2024-07-18 19:40:57+00:00,0,100,True,False
2024-07-18 19:40:57+00:00,1,100,True,False
2024-07-18 19:39:56+00:00,0,100,True,False
2024-07-18 19:39:56+00:00,1,100,True,False
2024-07-18 19:38:54+00:00,0,100,True,False
2024-07-18 19:38:54+00:00,1,100,True,False
2024-07-18 19:37:53+00:00,0,100,True,False
2024-07-18 19:37:53+00:00,1,100,True,False
2024-07-18 19:36:52+00:00,0,100,True,False
2024-07-18 19:36:52+00:00,1,100,True,False
2024-07-18 19:35:51+00:00,0,100,True,False
2024-07-18 19:35:51+00:00,1,100,True,False
2024-07-18 19:34:50+00:00,0,100,True,False
2024-07-18 19:34:50+00:00,1,100,True,False
2024-07-18 19:33:49+00:00,0,100,True,False
2024-07-18 19:33:49+00:00,1,100,True,False
2024-07-18 19:32:48+00:00,0,100,True,False
2024-07-18 19:32:48+00:00,1,100,True,False
2024-07-18 19:31:47+00:00,0,100,True,False
2024-07-18 19:31:47+00:00,1,100,True,False
2024-07-18 19:30:46+00:00,0,100,True,False
2024-07-18 19:30:46+00:00,1,100,True,False
2024-07-18 19:29:45+00:00,0,100,True,False
2024-07-18 19:29:45+00:00,1,100,True,False
2024-07-18 19:28:44+00:00,0,100,True,False
2024-07-18 19:28:44+00:00,1,100,True,False
2024-07-18 19:27:43+00:00,0,100,True,False
2024-07-18 19:27:43+00:00,1,100,True,False
2024-07-18 19:26:42+00:00,0,100,True,False
2024-07-18 19:26:42+00:00,1,100,True,False
2024-07-18 19:25:41+00:00,0,100,True,False
2024-07-18 19:25:41+00:00,1,100,True,False
2024-07-18 19:24:40+00:00,0,100,True,False
2024-07-18 19:24:40+00:00,1,100,True,False
2024-07-18 19:23:39+00:00,0,100,True,False
2024-07-18 19:23:39+00:00,1,100,True,False
2024-07-18 19:22:38+00:00,0,100,True,False
2024-07-18 19:22:38+00:00,1,100,True,False
2024-07-18 19:21:37+00:00,0,100,True,False
2024-07-18 19:21:37+00:00,1,100,True,False
2024-07-18 19:20:36+00:00,0,100,True,False
2024-07-18 19:20:36+00:00,1,100,True,False
2024-07-18 19:19:35+00:00,0,100,True,False
2024-07-18 19:19:35+00:00,1,100,True,False
2024-07-18 19:18:34+00:00,0,100,True,False
2024-07-18 19:18:34+00:00,1,100,True,False
2024-07-18 19:17:33+00:00,0,100,True,False
2024-07-18 19:17:33+00:00,1,100,True,False
2024-07-18 19:16:32+00:00,0,100,True,False
2024-07-18 19:16:32+00:00,1,100,True,False
